season,round,race_name,circuit_id,circuit_name,country,date,driver,driver_id,team,grid_position,finish_position,points_scored,laps_completed,status,dnf,fastest_lap_ms,fastest_lap_rank,race_time_ms,quali_position,best_quali_ms,pole_time_ms,gap_to_pole_ms,gap_to_pole_pct,pit_stops,precipitation_mm,temp_max_c,temp_min_c,wind_max_kmh,precipitation_hours,rainfall,historical_dnf_rate,avg_positions_gained,had_sc,had_vsc,had_red_flag,sc_pct,vsc_pct,avg_air_temp,avg_track_temp,start_compound,num_stints,soft_pct,medium_pct,hard_pct,is_winner,is_podium,circuit_sc_rate
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,VET,vettel,Ferrari,3,1,25.0,58,Finished,0,86469.0,4,5373283.0,3.0,81838.0,81164.0,674.0,0.830417426445222,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,3.0,0.5517241379310345,0.0,0.0,1,1,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,HAM,hamilton,Mercedes,1,2,18.0,58,Finished,0,86444.0,3,5378319.0,1.0,81164.0,81164.0,0.0,0.0,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,3.0,0.6724137931034483,0.0,0.0,0,1,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,RAI,raikkonen,Ferrari,2,3,15.0,58,Finished,0,86373.0,2,5379592.0,2.0,81828.0,81164.0,664.0,0.8180966931151742,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,3.0,0.6896551724137931,0.0,0.0,0,1,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,RIC,ricciardo,Red Bull,8,4,12.0,58,Finished,0,85945.0,1,5380352.0,5.0,82152.0,81164.0,988.0,1.2172884530087231,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,3.0,0.5517241379310345,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,ALO,alonso,McLaren,10,5,10.0,58,Finished,0,86978.00000000001,7,5401169.0,11.0,83692.0,81164.0,2528.0,3.114681385836085,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,3.0,0.5517241379310345,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,VER,max_verstappen,Red Bull,4,6,8.0,58,Finished,0,86880.0,5,5402228.0,4.0,81879.0,81164.0,715.0,0.880932433098418,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,3.0,0.6379310344827587,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,HUL,hulkenberg,Renault,7,7,6.0,58,Finished,0,87081.0,9,5405954.0,8.0,83532.0,81164.0,2368.0,2.91754965255532,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,3.0,0.5862068965517241,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,BOT,bottas,Mercedes,15,8,4.0,58,Finished,0,87019.0,8,5407622.0,10.0,82089.0,81164.0,925.0,1.139667833029422,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,3.0,0.0,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,VAN,vandoorne,McLaren,11,9,2.0,58,Finished,0,86958.0,6,5408204.0,12.0,83853.00000000001,81164.0,2689.0000000000146,3.3130451924498727,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,3.0,0.0,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,SAI,sainz,Renault,9,10,1.0,58,Finished,0,87944.0,12,5419005.0,9.0,83577.0,81164.0,2413.0,2.9729929525405354,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,3.0,0.6206896551724138,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,PER,perez,Force India,12,11,0.0,58,Finished,0,87633.0,11,5420100.0,13.0,84005.0,81164.0,2841.0,3.500320339066582,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,3.0,0.5862068965517241,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,OCO,ocon,Force India,14,12,0.0,58,Finished,0,87600.0,10,5433561.0,15.0,84786.0,81164.0,3622.0,4.462569612143315,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,3.0,0.603448275862069,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,LEC,leclerc,Sauber,18,13,0.0,58,Finished,0,88759.0,15,5449042.0,18.0,84636.0,81164.0,3472.0,4.2777586121925975,2.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,4.0,0.1206896551724138,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,STR,stroll,Williams,13,14,0.0,58,Finished,0,88511.0,14,5451571.0,14.0,84230.0,81164.0,3066.0,3.7775368389926567,2.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,4.0,0.0689655172413793,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,HAR,brendon_hartley,Toro Rosso,16,15,0.0,57,+1 Lap,0,88176.0,13,,16.0,84532.0,81164.0,3368.0,4.1496229855601,2.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,SUPERSOFT,3.0,0.4035087719298245,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,GRO,grosjean,Haas F1 Team,6,16,0.0,24,Wheel,1,88805.0,16,,7.0,83339.0,81164.0,2175.0,2.6797594992853973,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,2.0,0.0,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,MAG,kevin_magnussen,Haas F1 Team,5,17,0.0,22,Wheel,1,89533.99999999999,17,,6.0,83187.0,81164.0,2023.0,2.492484352668671,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,2.0,0.0,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,GAS,gasly,Toro Rosso,20,18,0.0,13,Engine,1,90649.0,18,,20.0,85295.0,81164.0,4131.0,5.089694938642748,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,2.0,0.0,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,ERI,ericsson,Sauber,17,19,0.0,5,Steering,1,92210.0,19,,17.0,84556.0,81164.0,3392.0,4.179192745552215,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,2.0,0.0,0.0,0.0,0,0,0.5
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,SIR,sirotkin,Williams,19,20,0.0,4,Brakes,1,92573.0,20,,19.0,84922.0,81164.0,3758.0,4.630131585431966,1.0,5.2,23.4,11.1,39.8,7.0,True,0.234,0.0,1.0,1.0,0.0,0.1034482758620689,0.0689655172413793,24.077477477477483,36.32432432432432,,2.0,0.0,0.0,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,VET,vettel,Ferrari,1,1,25.0,57,Finished,0,94453.0,7,5521940.0,1.0,87958.0,87958.0,0.0,0.0,1.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,3.0,0.6842105263157895,0.0,0.0,1,1,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,BOT,bottas,Mercedes,3,2,18.0,57,Finished,0,93740.0,1,5522639.0,3.0,88124.0,87958.0,166.0,0.188726437617954,1.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,3.0,0.0,0.6491228070175439,0.0,0,1,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,HAM,hamilton,Mercedes,9,3,15.0,57,Finished,0,93953.0,2,5528452.0,4.0,88220.0,87958.0,262.0,0.2978694376861683,1.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,3.0,0.4385964912280701,0.543859649122807,0.0,0,1,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,GAS,gasly,Toro Rosso,5,4,12.0,57,Finished,0,94863.0,11,5584174.0,6.0,89329.00000000001,87958.0,1371.0000000000146,1.5586984697242032,2.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,4.0,0.3333333333333333,0.0,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,MAG,kevin_magnussen,Haas F1 Team,6,5,10.0,57,Finished,0,94327.0,5,5596986.0,7.0,89358.0,87958.0,1400.0,1.5916687509947929,2.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,3.0,0.5263157894736842,0.0,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,HUL,hulkenberg,Renault,7,6,8.0,57,Finished,0,94667.0,9,5620964.0,8.0,89570.0,87958.0,1612.0,1.8326928761454329,2.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,4.0,0.4210526315789473,0.0,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,ALO,alonso,McLaren,13,7,6.0,56,+1 Lap,0,94168.0,4,,13.0,90212.0,87958.0,2254.0,2.5625866891016167,2.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,4.0,0.2321428571428571,0.4464285714285714,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,VAN,vandoorne,McLaren,14,8,4.0,56,+1 Lap,0,95131.0,16,,14.0,90525.0,87958.0,2567.0,2.9184383455740237,2.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,4.0,0.3214285714285714,0.5,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,ERI,ericsson,Sauber,17,9,2.0,56,+1 Lap,0,95093.0,15,,17.0,91063.0,87958.0,3105.0,3.5300939084563088,1.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,3.0,0.3928571428571428,0.5892857142857143,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,OCO,ocon,Force India,8,10,1.0,56,+1 Lap,0,95043.0,12,,9.0,89874.0,87958.0,1916.0,2.178312376361445,2.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,4.0,0.375,0.3571428571428571,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,SAI,sainz,Renault,10,11,0.0,56,+1 Lap,0,95535.0,18,,10.0,89986.0,87958.0,2028.0,2.305645876441029,2.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,3.0,0.5357142857142857,0.0,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,LEC,leclerc,Sauber,19,12,0.0,56,+1 Lap,0,95075.0,14,,19.0,91420.0,87958.0,3462.0,3.9359694399599814,2.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,4.0,0.0357142857142857,0.5535714285714286,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,GRO,grosjean,Haas F1 Team,16,13,0.0,56,+1 Lap,0,94689.0,10,,16.0,90530.0,87958.0,2572.0,2.924122876827577,3.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,4.0,0.2142857142857142,0.0,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,STR,stroll,Williams,20,14,0.0,56,+1 Lap,0,95058.0,13,,20.0,91503.0,87958.0,3545.0,4.030332658768958,2.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,4.0,0.1607142857142857,0.4642857142857143,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,SIR,sirotkin,Williams,18,15,0.0,56,+1 Lap,0,94053.0,3,,18.0,91414.0,87958.0,3456.0,3.929148002455717,2.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,4.0,0.375,0.3214285714285714,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,PER,perez,Force India,12,16,0.0,56,+1 Lap,0,95266.0,17,,12.0,90156.0,87958.0,2198.0,2.498919939061825,2.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,4.0,0.1428571428571428,0.4107142857142857,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,HAR,brendon_hartley,Toro Rosso,11,17,0.0,56,+1 Lap,0,94563.0,8,,11.0,90105.0,87958.0,2147.0,2.440937720275586,2.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,4.0,0.3928571428571428,0.0,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,RAI,raikkonen,Ferrari,2,18,0.0,35,Wheel,1,94337.0,6,,2.0,88101.0,87958.0,143.0,0.162577593851611,1.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,3.0,0.4411764705882353,0.0,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,VER,max_verstappen,Red Bull,15,19,0.0,3,Puncture,1,,99,,15.0,89374.0,87958.0,1416.0,1.609859251006162,1.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,3.0,0.25,0.0,0.0,0,0,0.5
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,RIC,ricciardo,Red Bull,4,20,0.0,1,Electrical,1,,99,,5.0,88398.0,87958.0,440.0,0.5002387503126492,1.0,0.0,32.0,22.2,22.5,0.0,False,0.1389,-0.0335,0.0,1.0,0.0,0.0,0.0526315789473684,27.982524271844653,32.19805825242719,,1.0,0.0,0.0,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,RIC,ricciardo,Red Bull,6,1,25.0,56,Finished,0,95785.0,1,5736380.0,6.0,91948.0,91095.0,853.0000000000146,0.9363850924858824,2.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.1607142857142857,0.0,0.0,1,1,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,BOT,bottas,Mercedes,3,2,18.0,56,Finished,0,96987.0,6,5745274.0,3.0,91625.0,91095.0,530.0,0.5818101981447938,1.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.8214285714285714,0.1607142857142857,0.0,0,1,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,RAI,raikkonen,Ferrari,2,3,15.0,56,Finished,0,96456.0,3,5746017.0,2.0,91182.0,91095.0,87.0,0.0955046929030133,1.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.8214285714285714,0.1607142857142857,0.0,0,1,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,HAM,hamilton,Mercedes,4,4,12.0,56,Finished,0,96878.0,4,5753365.0,4.0,91675.0,91095.0,580.0,0.6366979526867556,1.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.8035714285714286,0.1785714285714285,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,VER,max_verstappen,Red Bull,5,5,10.0,56,Finished,0,96206.0,2,5756816.0,5.0,91796.0,91095.0,700.9999999999854,0.7695263186782869,2.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.1785714285714285,0.0,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,HUL,hulkenberg,Renault,7,6,8.0,56,Finished,0,96881.0,5,5757432.0,7.0,92532.0,91095.0,1437.0,1.577474065535979,2.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.1785714285714285,0.0,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,ALO,alonso,McLaren,13,7,6.0,56,Finished,0,97234.0,7,5767019.0,13.0,93232.0,91095.0,2137.0,2.345902629123443,1.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.8214285714285714,0.1607142857142857,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,VET,vettel,Ferrari,1,8,4.0,56,Finished,0,97479.0,9,5771666.0,1.0,91095.0,91095.0,0.0,0.0,1.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.7857142857142857,0.1785714285714285,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,SAI,sainz,Renault,9,9,2.0,56,Finished,0,97754.0,11,5772143.0,9.0,92819.0,91095.0,1724.0,1.892529776606839,2.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.1785714285714285,0.0,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,MAG,kevin_magnussen,Haas F1 Team,11,10,1.0,56,Finished,0,98152.0,14,5775974.0,11.0,92986.0,91095.0,1890.9999999999857,2.075854876776975,1.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.8035714285714286,0.1785714285714285,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,OCO,ocon,Force India,12,11,0.0,56,Finished,0,97985.0,12,5780430.0,12.0,93057.0,91095.0,1962.0,2.1537954882265766,2.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.8035714285714286,0.0,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,PER,perez,Force India,8,12,0.0,56,Finished,0,97673.0,10,5781105.0,8.0,92758.0,91095.0,1663.0000000000146,1.8255667160656617,2.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.1785714285714285,0.0,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,VAN,vandoorne,McLaren,14,13,0.0,56,Finished,0,98137.0,13,5785753.0,14.0,93505.0,91095.0,2410.0,2.645589768922554,1.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.8035714285714286,0.1785714285714285,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,STR,stroll,Williams,18,14,0.0,56,Finished,0,98500.0,17,5791870.0,18.0,94285.0,91095.0,3190.0,3.501838739777156,1.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.8035714285714286,0.1785714285714285,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,SIR,sirotkin,Williams,16,15,0.0,56,Finished,0,98624.0,18,5794621.0,16.0,94062.0,91095.0,2967.0,3.257039354520007,2.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,2.0,0.9821428571428572,0.0,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,ERI,ericsson,Sauber,20,16,0.0,56,Finished,0,98386.0,16,5798984.0,20.0,94914.0,91095.0,3819.0,4.192326691915034,1.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.8035714285714286,0.1785714285714285,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,GRO,grosjean,Haas F1 Team,10,17,0.0,56,Finished,0,97410.0,8,5801676.0,10.0,92855.0,91095.0,1759.9999999999854,1.9320489598770356,2.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,2.0,0.0,0.0,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,GAS,gasly,Toro Rosso,17,18,0.0,56,Finished,0,98367.0,15,5802710.0,17.0,94101.0,91095.0,3006.0,3.2998518030627366,2.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.0,0.8035714285714286,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,LEC,leclerc,Sauber,19,19,0.0,56,Finished,0,98808.0,19,5818955.0,19.0,94454.0,91095.0,3359.0000000000146,3.687359350129002,1.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.8035714285714286,0.1785714285714285,0.0,0,0,0.5
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,HAR,brendon_hartley,Toro Rosso,15,20,0.0,51,Collision damage,1,99376.0,20,,15.0,93795.0,91095.0,2700.0,2.9639387452659314,2.0,0.0,18.3,8.1,15.2,0.0,False,0.1765,-0.099,1.0,0.0,0.0,0.1071428571428571,0.0,19.446428571428573,37.01964285714286,,3.0,0.0980392156862745,0.0,0.0,0,0,0.5
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,HAM,hamilton,Mercedes,2,1,25.0,51,Finished,0,105412.0,2,6224291.0,2.0,101677.0,101498.0,179.0,0.1763581548404895,2.0,0.5,20.1,12.4,45.8,4.0,False,0.1929,-0.1022,1.0,0.0,0.0,0.2941176470588235,0.0,16.66140350877193,25.25175438596491,,4.0,0.3529411764705882,0.0,0.0,1,1,0.5
