season,round,race_name,circuit_id,circuit_name,country,date,driver,driver_id,team,grid_position,finish_position,points_scored,laps_completed,status,dnf,fastest_lap_ms,fastest_lap_rank,race_time_ms
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,VET,vettel,Ferrari,3,1,25.0,58,Finished,0,86469.0,4,5373283.0
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,HAM,hamilton,Mercedes,1,2,18.0,58,Finished,0,86444.0,3,5378319.0
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,RAI,raikkonen,Ferrari,2,3,15.0,58,Finished,0,86373.0,2,5379592.0
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,RIC,ricciardo,Red Bull,8,4,12.0,58,Finished,0,85945.0,1,5380352.0
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,ALO,alonso,McLaren,10,5,10.0,58,Finished,0,86978.00000000001,7,5401169.0
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,VER,max_verstappen,Red Bull,4,6,8.0,58,Finished,0,86880.0,5,5402228.0
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,HUL,hulkenberg,Renault,7,7,6.0,58,Finished,0,87081.0,9,5405954.0
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,BOT,bottas,Mercedes,15,8,4.0,58,Finished,0,87019.0,8,5407622.0
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,VAN,vandoorne,McLaren,11,9,2.0,58,Finished,0,86958.0,6,5408204.0
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,SAI,sainz,Renault,9,10,1.0,58,Finished,0,87944.0,12,5419005.0
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,PER,perez,Force India,12,11,0.0,58,Finished,0,87633.0,11,5420100.0
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,OCO,ocon,Force India,14,12,0.0,58,Finished,0,87600.0,10,5433561.0
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,LEC,leclerc,Sauber,18,13,0.0,58,Finished,0,88759.0,15,5449042.0
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,STR,stroll,Williams,13,14,0.0,58,Finished,0,88511.0,14,5451571.0
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,HAR,brendon_hartley,Toro Rosso,16,15,0.0,57,+1 Lap,0,88176.0,13,
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,GRO,grosjean,Haas F1 Team,6,16,0.0,24,Wheel,1,88805.0,16,
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,MAG,kevin_magnussen,Haas F1 Team,5,17,0.0,22,Wheel,1,89533.99999999999,17,
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,GAS,gasly,Toro Rosso,20,18,0.0,13,Engine,1,90649.0,18,
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,ERI,ericsson,Sauber,17,19,0.0,5,Steering,1,92210.00000000001,19,
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,2018-03-25,SIR,sirotkin,Williams,19,20,0.0,4,Brakes,1,92573.00000000001,20,
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,VET,vettel,Ferrari,1,1,25.0,57,Finished,0,94453.0,7,5521940.0
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,BOT,bottas,Mercedes,3,2,18.0,57,Finished,0,93740.00000000001,1,5522639.0
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,HAM,hamilton,Mercedes,9,3,15.0,57,Finished,0,93953.0,2,5528452.0
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,GAS,gasly,Toro Rosso,5,4,12.0,57,Finished,0,94863.0,11,5584174.0
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,MAG,kevin_magnussen,Haas F1 Team,6,5,10.0,57,Finished,0,94327.0,5,5596986.0
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,HUL,hulkenberg,Renault,7,6,8.0,57,Finished,0,94667.0,9,5620964.0
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,ALO,alonso,McLaren,13,7,6.0,56,+1 Lap,0,94168.0,4,
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,VAN,vandoorne,McLaren,14,8,4.0,56,+1 Lap,0,95131.0,16,
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,ERI,ericsson,Sauber,17,9,2.0,56,+1 Lap,0,95093.0,15,
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,OCO,ocon,Force India,8,10,1.0,56,+1 Lap,0,95043.0,12,
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,SAI,sainz,Renault,10,11,0.0,56,+1 Lap,0,95535.0,18,
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,LEC,leclerc,Sauber,19,12,0.0,56,+1 Lap,0,95075.0,14,
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,GRO,grosjean,Haas F1 Team,16,13,0.0,56,+1 Lap,0,94689.0,10,
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,STR,stroll,Williams,20,14,0.0,56,+1 Lap,0,95058.0,13,
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,SIR,sirotkin,Williams,18,15,0.0,56,+1 Lap,0,94053.0,3,
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,PER,perez,Force India,12,16,0.0,56,+1 Lap,0,95265.99999999999,17,
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,HAR,brendon_hartley,Toro Rosso,11,17,0.0,56,+1 Lap,0,94563.0,8,
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,RAI,raikkonen,Ferrari,2,18,0.0,35,Wheel,1,94337.0,6,
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,VER,max_verstappen,Red Bull,15,19,0.0,3,Puncture,1,,99,
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,2018-04-08,RIC,ricciardo,Red Bull,4,20,0.0,1,Electrical,1,,99,
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,RIC,ricciardo,Red Bull,6,1,25.0,56,Finished,0,95785.0,1,5736380.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,BOT,bottas,Mercedes,3,2,18.0,56,Finished,0,96987.0,6,5745274.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,RAI,raikkonen,Ferrari,2,3,15.0,56,Finished,0,96456.0,3,5746017.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,HAM,hamilton,Mercedes,4,4,12.0,56,Finished,0,96878.0,4,5753365.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,VER,max_verstappen,Red Bull,5,5,10.0,56,Finished,0,96206.0,2,5756816.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,HUL,hulkenberg,Renault,7,6,8.0,56,Finished,0,96881.0,5,5757432.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,ALO,alonso,McLaren,13,7,6.0,56,Finished,0,97234.00000000001,7,5767019.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,VET,vettel,Ferrari,1,8,4.0,56,Finished,0,97479.0,9,5771666.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,SAI,sainz,Renault,9,9,2.0,56,Finished,0,97753.99999999999,11,5772143.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,MAG,kevin_magnussen,Haas F1 Team,11,10,1.0,56,Finished,0,98152.0,14,5775974.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,OCO,ocon,Force India,12,11,0.0,56,Finished,0,97985.0,12,5780430.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,PER,perez,Force India,8,12,0.0,56,Finished,0,97673.0,10,5781105.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,VAN,vandoorne,McLaren,14,13,0.0,56,Finished,0,98137.0,13,5785753.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,STR,stroll,Williams,18,14,0.0,56,Finished,0,98500.0,17,5791870.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,SIR,sirotkin,Williams,16,15,0.0,56,Finished,0,98624.0,18,5794621.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,ERI,ericsson,Sauber,20,16,0.0,56,Finished,0,98386.0,16,5798984.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,GRO,grosjean,Haas F1 Team,10,17,0.0,56,Finished,0,97410.0,8,5801676.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,GAS,gasly,Toro Rosso,17,18,0.0,56,Finished,0,98366.99999999999,15,5802710.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,LEC,leclerc,Sauber,19,19,0.0,56,Finished,0,98808.0,19,5818955.0
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,2018-04-15,HAR,brendon_hartley,Toro Rosso,15,20,0.0,51,Collision damage,1,99376.0,20,
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,HAM,hamilton,Mercedes,2,1,25.0,51,Finished,0,105412.0,2,6224291.0
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,RAI,raikkonen,Ferrari,6,2,18.0,51,Finished,0,106523.0,7,6226751.0
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,PER,perez,Force India,8,3,15.0,51,Finished,0,106206.0,6,6228315.0
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,VET,vettel,Ferrari,1,4,12.0,51,Finished,0,105530.0,4,6229620.0
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,SAI,sainz,Renault,9,5,10.0,51,Finished,0,106856.0,9,6231806.0
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,LEC,leclerc,Sauber,13,6,8.0,51,Finished,0,107402.99999999999,11,6233449.0
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,ALO,alonso,McLaren,12,7,6.0,51,Finished,0,107449.0,12,6235222.0
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,STR,stroll,Williams,10,8,4.0,51,Finished,0,106815.0,8,6236837.0
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,VAN,vandoorne,McLaren,16,9,2.0,51,Finished,0,107666.0,13,6238443.0
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,HAR,brendon_hartley,Toro Rosso,19,10,1.0,51,Finished,0,108288.0,17,6242321.0
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,ERI,ericsson,Sauber,18,11,0.0,51,Finished,0,107925.0,14,6242803.0
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,GAS,gasly,Toro Rosso,17,12,0.0,51,Finished,0,108035.0,15,6249011.0
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,MAG,kevin_magnussen,Haas F1 Team,15,13,0.0,51,Finished,0,108155.0,16,6264954.0
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,BOT,bottas,Mercedes,3,14,0.0,48,Puncture,1,105149.0,1,
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,GRO,grosjean,Haas F1 Team,20,15,0.0,42,Accident,1,106880.0,10,
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,VER,max_verstappen,Red Bull,5,16,0.0,39,Collision,1,105771.0,5,
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,RIC,ricciardo,Red Bull,4,17,0.0,39,Collision,1,105419.0,3,
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,HUL,hulkenberg,Renault,14,18,0.0,10,Accident,1,108866.99999999999,18,
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,OCO,ocon,Force India,7,19,0.0,0,Collision,1,,99,
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,2018-04-29,SIR,sirotkin,Williams,11,20,0.0,0,Collision,1,,99,
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,HAM,hamilton,Mercedes,1,1,25.0,66,Finished,0,79133.0,3,5729972.0
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,BOT,bottas,Mercedes,2,2,18.0,66,Finished,0,79478.00000000001,5,5750565.0
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,VER,max_verstappen,Red Bull,5,3,15.0,66,Finished,0,79422.0,4,5756845.0
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,VET,vettel,Ferrari,3,4,12.0,66,Finished,0,79128.0,2,5757556.0
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,RIC,ricciardo,Red Bull,6,5,10.0,66,Finished,0,78441.0,1,5780030.0
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,MAG,kevin_magnussen,Haas F1 Team,7,6,8.0,65,+1 Lap,0,80246.0,6,
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,SAI,sainz,Renault,9,7,6.0,65,+1 Lap,0,81324.0,9,
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,ALO,alonso,McLaren,8,8,4.0,65,+1 Lap,0,80727.0,7,
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,PER,perez,Force India,15,9,2.0,64,+2 Laps,0,81128.0,8,
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,LEC,leclerc,Sauber,14,10,1.0,64,+2 Laps,0,82122.0,14,
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,STR,stroll,Williams,18,11,0.0,64,+2 Laps,0,82095.0,12,
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,HAR,brendon_hartley,Toro Rosso,20,12,0.0,64,+2 Laps,0,81439.0,10,
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,ERI,ericsson,Sauber,17,13,0.0,64,+2 Laps,0,82487.0,15,
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,SIR,sirotkin,Williams,19,14,0.0,63,+3 Laps,0,82680.0,17,
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,VAN,vandoorne,McLaren,11,15,0.0,45,Gearbox,1,82594.0,16,
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,OCO,ocon,Force India,13,16,0.0,38,Oil leak,1,82117.0,13,
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,RAI,raikkonen,Ferrari,4,17,0.0,25,Turbo,1,81531.0,11,
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,GRO,grosjean,Haas F1 Team,10,18,0.0,0,Collision,1,,99,
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,GAS,gasly,Toro Rosso,12,19,0.0,0,Collision,1,,99,
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,2018-05-13,HUL,hulkenberg,Renault,16,20,0.0,0,Collision,1,,99,
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,RIC,ricciardo,Red Bull,1,1,25.0,78,Finished,0,75562.0,5,6174807.0
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,VET,vettel,Ferrari,2,2,18.0,78,Finished,0,76065.0,7,6182143.0
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,HAM,hamilton,Mercedes,3,3,15.0,78,Finished,0,76270.0,8,6191820.0
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,RAI,raikkonen,Ferrari,4,4,12.0,78,Finished,0,76392.0,10,6192934.0
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,BOT,bottas,Mercedes,5,5,10.0,78,Finished,0,76312.0,9,6193629.0
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,OCO,ocon,Force India,6,6,8.0,78,Finished,0,77027.0,14,6198474.0
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,GAS,gasly,Toro Rosso,10,7,6.0,78,Finished,0,77099.0,15,6199138.0
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,HUL,hulkenberg,Renault,11,8,4.0,78,Finished,0,76061.0,6,6199646.0
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,VER,max_verstappen,Red Bull,20,9,2.0,78,Finished,0,74260.0,1,6200124.0
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,SAI,sainz,Renault,8,10,1.0,78,Finished,0,77491.0,18,6243820.0
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,ERI,ericsson,Sauber,16,11,0.0,78,Finished,0,76936.0,12,6244671.0
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,PER,perez,Force India,9,12,0.0,78,Finished,0,77545.99999999999,19,6245268.0
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,MAG,kevin_magnussen,Haas F1 Team,19,13,0.0,78,Finished,0,77476.0,17,6249630.0
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,VAN,vandoorne,McLaren,12,14,0.0,77,+1 Lap,0,76864.0,11,
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,GRO,grosjean,Haas F1 Team,18,15,0.0,77,+1 Lap,0,74822.0,2,
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,SIR,sirotkin,Williams,13,16,0.0,77,+1 Lap,0,75325.0,4,
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,STR,stroll,Williams,17,17,0.0,76,+2 Laps,0,74944.0,3,
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,LEC,leclerc,Sauber,14,18,0.0,70,Collision,1,77710.00000000001,20,
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,HAR,brendon_hartley,Toro Rosso,15,19,0.0,70,Collision,1,77172.0,16,
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,2018-05-27,ALO,alonso,McLaren,7,20,0.0,52,Gearbox,1,77018.0,13,
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,VET,vettel,Ferrari,1,1,25.0,68,Finished,0,73964.0,2,5311377.0
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,BOT,bottas,Mercedes,2,2,18.0,68,Finished,0,73992.0,3,5318753.0
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,VER,max_verstappen,Red Bull,3,3,15.0,68,Finished,0,73864.0,1,5319737.0
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,RIC,ricciardo,Red Bull,6,4,12.0,68,Finished,0,74159.0,5,5332269.0
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,HAM,hamilton,Mercedes,4,5,10.0,68,Finished,0,74183.0,6,5332936.0
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,RAI,raikkonen,Ferrari,5,6,8.0,68,Finished,0,74075.0,4,5338561.0
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,HUL,hulkenberg,Renault,7,7,6.0,67,+1 Lap,0,75588.0,11,
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,SAI,sainz,Renault,9,8,4.0,67,+1 Lap,0,75666.0,13,
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,OCO,ocon,Force India,8,9,2.0,67,+1 Lap,0,75610.0,12,
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,LEC,leclerc,Sauber,13,10,1.0,67,+1 Lap,0,75480.0,10,
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,GAS,gasly,Toro Rosso,16,11,0.0,67,+1 Lap,0,75699.0,14,
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,GRO,grosjean,Haas F1 Team,20,12,0.0,67,+1 Lap,0,75470.0,9,
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,MAG,kevin_magnussen,Haas F1 Team,11,13,0.0,67,+1 Lap,0,75401.0,8,
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,PER,perez,Force India,10,14,0.0,67,+1 Lap,0,75100.0,7,
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,ERI,ericsson,Sauber,19,15,0.0,66,+2 Laps,0,76402.99999999999,18,
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,VAN,vandoorne,McLaren,15,16,0.0,66,+2 Laps,0,75765.0,15,
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,SIR,sirotkin,Williams,18,17,0.0,66,+2 Laps,0,75924.0,16,
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,ALO,alonso,McLaren,14,18,0.0,40,Exhaust,1,76180.0,17,
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,HAR,brendon_hartley,Toro Rosso,12,19,0.0,0,Collision,1,,99,
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,2018-06-10,STR,stroll,Williams,17,20,0.0,0,Collision,1,,99,
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,HAM,hamilton,Mercedes,1,1,25.0,53,Finished,0,94509.0,5,5411385.0
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,VER,max_verstappen,Red Bull,4,2,18.0,53,Finished,0,94275.0,2,5418475.0
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,RAI,raikkonen,Ferrari,6,3,15.0,53,Finished,0,94398.0,3,5437273.0
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,RIC,ricciardo,Red Bull,5,4,12.0,53,Finished,0,95382.0,7,5446121.0
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,VET,vettel,Ferrari,3,5,10.0,53,Finished,0,94485.0,4,5473320.0
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,MAG,kevin_magnussen,Haas F1 Team,9,6,8.0,53,Finished,0,95425.0,8,5490749.0
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,BOT,bottas,Mercedes,2,7,6.0,53,Finished,0,94225.0,1,5492017.0
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,SAI,sainz,Renault,7,8,4.0,53,Finished,0,95638.0,9,5498569.0
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,HUL,hulkenberg,Renault,12,9,2.0,53,Finished,0,95872.99999999999,11,5503374.0
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,LEC,leclerc,Sauber,8,10,1.0,53,Finished,0,95977.0,12,5505258.0
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,GRO,grosjean,Haas F1 Team,10,11,0.0,52,+1 Lap,0,95695.0,10,
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,VAN,vandoorne,McLaren,17,12,0.0,52,+1 Lap,0,96675.0,14,
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,ERI,ericsson,Sauber,15,13,0.0,52,+1 Lap,0,96494.0,13,
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,HAR,brendon_hartley,Toro Rosso,20,14,0.0,52,+1 Lap,0,96839.0,15,
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,SIR,sirotkin,Williams,18,15,0.0,52,+1 Lap,0,98300.0,16,
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,ALO,alonso,McLaren,16,16,0.0,50,Wheel,1,95133.00000000001,6,
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,STR,stroll,Williams,19,17,0.0,48,Puncture,1,98319.0,18,
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,PER,perez,Force India,13,18,0.0,27,Engine,1,98319.0,17,
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,2018-06-24,OCO,ocon,Force India,11,19,0.0,0,Collision,1,,99,
